"full_name","diameter","epoch_mjd","e","a","i","om","w","ma","n","moid"
"       (2013 XW3)",,60200,0.4804,1.737,4.63,70.51,284.37,131.78,0.4306,0.0408
"       (2013 XN24)",,60200,0.6205,2.691,13.92,279.13,173.07,81.31,0.2233,0.0389
"       (2013 YC)",,60200,0.9427,2.496,2.79,262.23,34.63,178.61,0.25,0.00483
"       (2013 YP139)",0.402,60200,0.6830,2.401,0.82,291.94,83.76,231.61,0.265,0.00403
"       (2014 AF51)",,60200,0.4303,1.786,2.80,237.64,330.31,331.87,0.413,0.0216
"       (2014 BW2)",,60200,0.4767,1.887,16.52,163.25,26.61,230.95,0.3803,0.0256
"       (2014 BX2)",0.110,60200,0.7610,2.214,2.25,135.82,99.94,310.92,0.2992,0.00381
"       (2014 CZ2)",,60200,0.6362,2.334,13.77,123.62,111.73,218.61,0.2764,0.049
"       (2014 CY4)",0.574,60200,0.8186,2.655,15.02,126.63,289.40,93.02,0.2279,0.0434
"       (2014 CD13)",0.398,60200,0.7562,2.207,6.88,332.36,284.42,313.52,0.3006,0.022
"       (2014 CU13)",,60200,0.6742,2.152,5.95,356.17,249.76,350.49,0.3122,0.00845
"       (2014 DM22)",,60200,0.5592,1.8,42.14,119.90,112.73,298.16,0.408,0.0012
"       (2014 EQ12)",,60200,0.7443,2.639,11.01,177.89,92.44,63.81,0.2299,0.0343
"       (2014 EG45)",,60200,0.4981,1.609,25.51,164.17,296.28,262.35,0.4831,0.00177
"       (2014 EQ49)",0.379,60200,0.2068,1.148,15.16,11.50,50.42,327.65,0.8016,0.0267
"       (2014 ER49)",0.461,60200,0.6420,2.825,13.67,100.28,160.10,339.33,0.2076,0.0161
"       (2014 FO47)",,60200,0.2712,0.7521,19.20,358.64,347.46,20.65,1.511,0.0478
"       (2014 GE35)",,60200,0.5207,1.891,19.16,223.39,232.10,260.60,0.379,0.039
"       (2014 HE124)",,56775,0.8487,1.959,18.73,204.34,229.78,21.09,0.3594,0.0437
"       (2014 HQ124)",0.325,60200,0.2592,0.8509,26.37,257.54,144.51,164.89,1.256,0.00886
"       (2014 HK129)",,60200,0.4887,1.7,6.71,93.84,45.34,102.10,0.4446,0.00863
"       (2014 HV177)",,60200,0.5488,2.172,4.59,24.27,128.11,351.21,0.308,0.0401
"       (2014 JO25)",,60200,0.8866,2.066,25.16,30.30,49.89,68.83,0.3319,0.00636
"       (2014 JS54)",,60200,0.8940,2.075,3.36,235.05,206.53,67.38,0.3298,0.0226
"       (2014 JV55)",0.321,60200,0.6921,2.456,41.44,59.77,106.38,166.80,0.2561,0.0442
"       (2014 JN57)",0.273,60200,0.1678,1.243,28.59,68.27,143.77,289.70,0.7111,0.0489
"       (2014 KM4)",,60200,0.6866,2.771,5.19,143.54,11.12,6.41,0.2137,0.0477
"       (2014 KP4)",,60200,0.8207,2.322,9.32,249.02,235.95,242.00,0.2786,0.0456
"       (2014 KS40)",,60200,0.5380,2.292,2.93,251.35,4.68,240.09,0.284,0.0436
"       (2014 KZ45)",,60200,0.4064,1.529,13.76,121.62,231.51,263.40,0.5213,0.00187
"       (2014 KT76)",,60200,0.7007,2.484,4.43,207.97,298.41,156.03,0.2518,0.00944
"       (2014 KP84)",,60200,0.3512,1.489,22.34,56.21,29.47,160.92,0.5427,0.00982
"       (2014 KV86)",0.644,60200,0.6412,2.632,25.58,130.96,37.24,79.95,0.2308,0.034
"       (2014 KB91)",,60200,0.5762,2.332,4.94,201.85,127.15,201.68,0.2768,0.0446
"       (2014 MP5)",,60200,0.5210,2.166,9.76,133.41,183.15,306.55,0.3092,0.0234
"       (2014 MF6)",,60200,0.6132,2.444,4.33,89.82,234.71,137.01,0.2579,0.0245
"       (2014 MJ6)",,60200,0.6421,1.843,4.49,271.47,102.58,218.77,0.394,0.00478
"       (2014 MR26)",,60200,0.8250,2.494,10.89,141.51,290.59,142.76,0.2502,0.0185
"       (2014 MK55)",,60200,0.3700,1.37,2.93,162.84,207.86,206.13,0.6146,0.0299
"       (2014 NE3)",0.233,60200,0.3152,1.216,25.87,120.34,278.71,234.07,0.7347,0.0498
"       (2014 NB52)",,60200,0.3737,1.253,24.41,279.38,115.35,137.07,0.7025,0.045
"       (2014 NK52)",0.502,60200,0.8343,2.211,2.54,248.76,276.30,310.79,0.2998,0.0124
"       (2014 NG65)",,60200,0.3855,1.363,8.34,97.32,305.30,204.33,0.6193,0.017
"       (2014 OY1)",0.598,60200,0.6249,2.58,23.03,76.23,186.83,86.96,0.2378,0.0446
"       (2014 OT111)",,60200,0.5535,2.214,8.35,307.22,320.37,287.46,0.2992,0.033
"       (2014 OX299)",,60200,0.8548,2.206,6.47,154.34,283.16,263.84,0.3007,0.0309
"       (2014 OM339)",,60200,0.6449,2.578,3.45,28.58,18.21,54.30,0.2381,0.0204
"       (2014 OJ392)",,60200,0.2922,1.168,35.36,316.92,242.16,166.87,0.7806,0.044
"       (2014 PS59)",0.206,60200,0.5461,1.964,14.14,162.50,222.82,91.40,0.3581,0.0167
"       (2014 PW59)",0.412,60200,0.6963,2.421,2.28,298.85,291.71,162.34,0.2616,0.00181
"       (2014 QC3)",,60200,0.3730,1.261,37.61,146.35,64.63,201.81,0.6963,0.0481
"       (2014 QO296)",,60200,0.4699,1.835,10.94,193.52,30.70,260.53,0.3965,0.0124
"       (2014 QO390)",,56900,0.8007,1.283,21.50,325.56,231.11,31.87,0.6784,0.0248
"       (2014 QX432)",,60200,0.5869,1.366,6.44,111.72,68.74,344.09,0.6171,0.0186
"       (2014 QK434)",0.296,60200,0.5033,1.941,5.98,252.25,166.11,88.27,0.3645,0.00926
"       (2014 SS1)",,60200,0.5183,2.123,1.48,358.31,341.62,329.50,0.3186,0.016
"       (2014 SP142)",,60200,0.4201,1.161,5.57,125.18,81.24,168.59,0.7884,0.00112
"       (2014 SM143)",,60200,0.4226,1.206,24.22,28.81,89.64,215.99,0.7446,0.00558
"       (2014 SM260)",,60200,0.8858,2.257,7.75,336.03,247.74,253.74,0.2908,0.0314
"       (2014 TN17)",,60200,0.7027,2.255,16.29,0.53,106.27,209.64,0.291,0.0198
"       (2014 TY33)",,60200,0.2617,1.413,18.66,196.54,180.55,112.57,0.5868,0.0443
"       (2014 TA36)",0.554,60200,0.7064,2.838,6.13,228.96,256.49,290.14,0.2061,0.0437
"       (2014 UQ56)",,60200,0.3241,1.437,39.91,45.41,182.47,230.54,0.5721,0.0383
"       (2014 UR116)",,60200,0.7272,2.071,6.57,5.93,286.89,10.38,0.3307,0.029
"       (2014 VL6)",0.242,60200,0.3291,1.243,6.09,38.85,279.95,182.00,0.711,0.0177
"       (2014 WL6)",0.198,60200,0.6357,2.26,13.50,74.52,68.93,190.84,0.29,0.0495
"       (2014 WD7)",,60200,0.7512,2.261,2.31,218.77,308.77,192.85,0.2899,0.0248
"       (2014 WZ120)",0.297,60200,0.6399,2.211,20.91,244.78,245.24,227.87,0.2998,0.0264
"       (2014 WT202)",,60200,0.0631,0.9656,23.39,58.81,185.76,279.21,1.039,0.0377
"       (2014 WV363)",,60200,0.5158,1.846,5.53,77.95,210.04,220.90,0.3931,0.0304
"       (2014 WE365)",,60200,0.5005,1.231,7.24,130.93,67.40,72.93,0.722,0.0259
"       (2014 WR367)",,60200,0.6627,2.427,7.25,49.63,311.87,130.86,0.2608,0.0152
"       (2014 WK368)",0.486,60200,0.7121,2.156,14.30,237.14,105.24,297.08,0.3114,0.0359
"       (2014 XJ3)",,60200,0.7251,2.138,1.18,22.94,161.30,270.99,0.3153,0.0195
"       (2014 XL7)",,60200,0.5332,1.654,7.50,74.46,250.80,92.52,0.4634,0.00235
"       (2014 YY8)",,60200,0.5941,2.13,20.01,14.35,134.64,271.80,0.3171,0.0223
"       (2014 YL14)",0.355,60200,0.7644,2.75,5.92,67.82,291.09,339.11,0.2161,0.0158
"       (2014 YR15)",,60200,0.4092,0.7497,5.71,320.52,309.00,351.29,1.518,0.0388
"       (2014 YS34)",0.129,60200,0.3856,1.553,6.89,210.06,321.99,142.82,0.5092,0.00483
"       (2014 YW34)",,60200,0.4255,1.407,6.03,314.31,57.29,124.29,0.5906,0.0254
"       (2015 AH)",,60200,0.2405,0.9068,14.07,255.29,70.64,133.76,1.141,0.0407
"       (2015 AR45)",,60200,0.7014,1.385,9.23,114.36,239.62,156.30,0.6045,0.0173
"       (2015 AY245)",0.374,60200,0.1094,1.127,13.59,143.65,13.07,60.13,0.824,0.0173
"       (2015 BS4)",,60200,0.6533,2.729,6.10,355.10,187.41,312.93,0.2187,0.0321
"       (2015 BZ310)",,60200,0.5548,2.032,4.08,304.98,271.57,324.03,0.3403,0.0481
"       (2015 BL311)",,60200,0.8443,2.367,1.72,220.31,143.32,145.33,0.2707,0.0153
"       (2015 BN311)",,60200,0.3236,1.416,16.81,98.57,228.16,175.02,0.5851,0.0209
"       (2015 BK515)",,60200,0.4465,1.751,5.26,152.28,59.43,215.90,0.4255,0.0467
"       (2015 BP515)",,60200,0.1714,1.251,17.75,134.34,196.57,226.40,0.7047,0.0281
"       (2015 BO519)",,57044,0.8517,3.597,6.11,215.74,279.88,353.84,0.1445,0.0175
"       (2015 CA1)",,60200,0.6370,2.82,10.71,353.09,195.10,268.67,0.2081,0.0368
"       (2015 CX12)",0.184,60200,0.6099,2.002,5.74,195.91,227.51,30.09,0.3479,0.0303
"       (2015 CV13)",0.437,60200,0.2881,1.338,13.04,124.81,132.51,112.19,0.6366,0.00904
"       (2015 CZ13)",,60200,0.7632,2.803,19.04,145.77,77.50,278.84,0.2101,0.00679
"       (2015 DB1)",,60200,0.2548,1.155,38.11,144.43,242.39,54.89,0.794,0.0444
"       (2015 DH155)",,60200,0.6991,2.449,12.47,169.85,262.06,101.80,0.2572,0.045
"       (2015 DP155)",,60200,0.2242,1.317,5.44,89.10,152.28,184.71,0.6521,0.0213
"       (2015 DU180)",0.435,60200,0.9221,1.926,4.86,51.74,315.42,93.14,0.3687,0.00797
"       (2015 DC200)",,60200,0.8657,1.776,3.05,224.02,85.88,183.20,0.4166,0.0302
"       (2015 DN215)",0.535,60200,0.7485,2.739,10.36,3.23,80.71,328.94,0.2174,0.0196
"       (2015 DR215)",,60200,0.4715,0.6666,4.06,314.57,42.69,81.03,1.811,0.0453
"       (2015 EK7)",,60200,0.3665,1.511,3.43,140.77,125.82,148.83,0.5308,0.0159
"       (2015 EO61)",,60200,0.7342,1.455,1.98,43.64,261.37,254.21,0.5613,0.0102
"       (2015 FJ)",,60200,0.7836,2.584,8.26,189.59,99.92,356.44,0.2373,0.0235
"       (2015 FL)",0.232,60200,0.6515,2.686,15.71,11.66,224.79,322.71,0.2239,0.0365
"       (2015 FF35)",,60200,0.5204,1.884,8.81,235.14,35.41,54.40,0.3813,0.0253
"       (2015 FQ117)",,60200,0.6205,0.8607,4.56,293.86,63.13,44.34,1.234,0.0286
"       (2015 FS117)",,60200,0.2545,1.187,28.37,356.57,54.18,300.36,0.7626,0.0366
"       (2015 FN118)",,60200,0.5445,1.652,27.67,195.09,247.62,48.63,0.4641,0.0276
"       (2015 FT118)",,60200,0.1908,1.167,21.10,196.74,154.61,125.38,0.7817,0.0385
"       (2015 FE120)",,60200,0.5501,2.256,22.77,21.49,189.22,169.72,0.2908,0.0159
"       (2015 FV284)",,60200,0.4891,1.782,8.82,317.14,148.51,227.08,0.4142,0.0196
"       (2015 FS332)",,60200,0.4748,1.806,35.14,193.50,135.80,111.33,0.406,0.0402
"       (2015 GY)",0.143,60200,0.2001,1.068,11.81,207.76,108.67,131.00,0.893,0.0234
"       (2015 GZ13)",,60200,0.5984,1.821,33.51,44.58,282.41,104.70,0.401,0.0318
"       (2015 HR11)",,60200,0.1693,1.214,31.16,210.69,198.05,236.90,0.7367,0.0208
"       (2015 HY116)",,60200,0.6936,2.727,14.12,92.73,248.44,265.17,0.2188,0.0484
"       (2015 HX176)",,60200,0.8041,3.881,28.44,15.60,123.94,37.42,0.1289,0.0402
"       (2015 HV182)",,60200,0.2804,1.405,0.68,155.21,254.92,156.55,0.592,0.0232
"       (2015 JV)",,60200,0.6717,2.451,7.23,87.15,74.06,73.09,0.2568,0.0352
"       (2015 JD1)",,60200,0.2225,1.218,19.14,221.16,128.11,345.79,0.7332,0.0229
"       (2015 JY1)",,60200,0.5049,2.114,8.51,267.99,16.79,238.17,0.3207,0.0391
"       (2015 KB19)",,60200,0.4344,1.719,7.02,253.05,40.27,219.51,0.4373,0.0166
"       (2015 KJ122)",,60200,0.7503,0.7853,5.07,187.90,229.78,172.12,1.416,0.0319
"       (2015 KH157)",0.582,60200,0.5324,1.792,21.55,89.33,51.33,191.70,0.4109,0.0163
"       (2015 KL157)",1.288,60200,0.6176,2.643,35.52,279.24,5.11,321.67,0.2294,0.00491
"       (2015 LK24)",0.306,60200,0.6173,2.672,14.41,94.87,202.54,313.54,0.2256,0.0316
"       (2015 MW53)",,60200,0.1969,1.202,36.45,85.51,314.83,341.86,0.7476,0.0292
"       (2015 MT96)",,60200,0.5361,2.261,10.43,177.63,173.27,117.77,0.2899,0.0456
"       (2015 MG116)",,57201,0.5667,1.467,2.46,174.84,201.73,326.51,0.5546,0.0394
"       (2015 ME131)",,60200,0.2121,0.8164,33.64,317.78,156.87,255.23,1.336,0.0445
"       (2015 NU2)",,60200,0.6482,1.139,8.14,243.63,279.95,312.44,0.8106,0.0497
"       (2015 NJ3)",,60200,0.6708,1.688,12.28,134.40,251.43,228.24,0.4493,0.0477
"       (2015 NK13)",,60200,0.5589,2.254,8.10,192.89,192.42,122.75,0.2913,0.00229
"       (2015 NU13)",,60200,0.5904,1.829,4.22,139.79,260.52,46.52,0.3984,0.0103
"       (2015 NZ13)",0.258,60200,0.7808,2.015,6.58,175.40,239.66,284.93,0.3445,0.0292
"       (2015 OC22)",,60200,0.9026,2.148,11.64,124.76,321.61,188.94,0.313,0.0329
"       (2015 OL35)",,60200,0.6449,2.586,4.49,134.65,296.38,317.76,0.237,0.0367
"       (2015 PM)",,60200,0.6330,1.308,7.46,181.08,244.28,103.07,0.6592,0.0134
"       (2015 PR228)",,60200,0.6894,2.596,7.28,320.47,107.20,301.78,0.2357,0.034
"       (2015 PU228)",0.328,60200,0.7890,2.287,9.40,300.69,272.86,141.37,0.2849,0.017
"       (2015 PM307)",,57249,0.8604,2.18,8.03,142.10,319.18,343.91,0.3062,0.0446
"       (2015 QO3)",,60200,0.8501,2.266,10.04,158.77,308.38,110.38,0.289,0.0367
"       (2015 RS1)",,60200,0.5124,2.138,7.97,336.42,334.23,212.57,0.3154,0.0499
"       (2015 RH2)",,60200,0.2663,1.217,5.36,332.40,115.28,276.70,0.734,0.0105
"       (2015 RA36)",,60200,0.6415,2.602,34.50,156.11,157.65,334.78,0.2348,0.0468
"       (2015 RP82)",,60200,0.6201,2.469,24.75,193.75,36.11,64.32,0.254,0.00943
"       (2015 RR150)",0.343,60200,0.4981,2.039,42.16,174.22,167.33,277.65,0.3385,0.0262
"       (2015 SY16)",,60200,0.4990,1.243,5.26,294.50,305.72,329.11,0.7112,0.044
"       (2015 TX24)",0.252,60200,0.8740,2.262,6.11,32.32,127.76,98.99,0.2897,0.0107
"       (2015 TV144)",,60200,0.6535,2.424,12.71,90.37,57.58,9.23,0.2612,0.0213
"       (2015 TB145)",,60200,0.8598,2.101,39.73,37.62,121.81,196.91,0.3236,0.00373
"       (2015 TH145)",,60200,0.7168,2.972,12.79,351.85,128.95,181.79,0.1924,0.000337
"       (2015 TK178)",,60200,0.5656,2.316,11.36,86.10,212.07,130.25,0.2797,0.0347
"       (2015 TL178)",,60200,0.6888,2.094,6.65,68.57,55.33,199.32,0.3254,0.0486
"       (2015 TR178)",,60200,0.6879,2.376,10.50,200.66,82.25,81.38,0.2691,0.0393
"       (2015 TM237)",,60200,0.5376,1.573,13.79,159.77,90.85,144.40,0.4994,0.0401
"       (2015 TY237)",,60200,0.4996,1.219,5.73,111.34,119.24,43.36,0.732,0.0347
"       (2015 TK238)",0.076,60200,0.6073,2.41,3.68,170.12,162.01,51.10,0.2634,0.0145
"       (2015 TD323)",0.332,57310,0.6310,1.616,48.91,13.92,95.90,333.27,0.4797,0.0304
"       (2015 TE323)",,60200,0.5988,2.201,9.59,194.27,323.78,88.26,0.3018,0.0279
"       (2015 UR51)",,60200,0.4228,1.763,19.36,221.81,176.88,134.76,0.4212,0.0256
"       (2015 UK52)",0.213,60200,0.3688,1.555,20.95,239.10,216.80,346.50,0.5082,0.0447
"       (2015 VE1)",0.139,60200,0.5674,2.245,1.90,98.28,273.50,127.82,0.2929,0.03
"       (2015 WA2)",,60200,0.6291,1.6,14.60,31.66,273.35,345.64,0.4871,0.00103
"       (2015 WG9)",0.480,60200,0.6914,2.033,34.37,239.37,90.04,266.30,0.34,0.0304
"       (2015 WB13)",,60200,0.6343,2.829,38.15,246.56,178.84,224.98,0.2071,0.0474
"       (2015 XP129)",,60200,0.3942,1.587,20.04,269.48,16.90,64.39,0.4932,0.0424
"       (2015 XK261)",,60200,0.5808,2.248,8.09,208.74,318.55,87.70,0.2925,0.0164
"       (2015 XK351)",,60200,0.5757,1.606,11.83,136.00,67.64,255.48,0.4843,0.0435
"       (2015 XE352)",,60200,0.3890,1.335,2.05,45.18,225.55,149.87,0.6388,0.0151
"       (2015 XU378)",,60200,0.4859,1.974,23.75,89.67,3.23,282.74,0.3554,0.0305
"       (2015 YU7)",,60200,0.4126,0.8193,7.19,254.02,44.26,260.62,1.329,0.00622
"       (2015 YY9)",,57390,0.5643,1.864,8.29,78.12,300.10,23.08,0.3871,0.00198
"       (2016 AL8)",0.422,60200,0.4330,1.779,7.91,144.94,24.10,65.94,0.4153,0.0359
"       (2016 AZ8)",0.215,60200,0.3552,1.321,5.59,89.99,318.55,58.54,0.6492,0.03
"       (2016 AA10)",0.271,60200,0.5094,1.879,12.66,59.73,342.50,9.29,0.3826,0.0447
"       (2016 AC65)",,60200,0.7290,1.629,10.58,282.18,59.23,290.26,0.474,0.0395
"       (2016 AH193)",,60200,0.7663,1.433,17.85,125.56,242.42,197.32,0.5747,0.0199
"       (2016 BE1)",,60200,0.6074,2.347,7.52,57.72,17.40,58.53,0.2742,0.0349
"       (2016 BC14)",0.196,60200,0.1827,0.8707,8.37,4.03,337.10,288.78,1.213,0.0107
"       (2016 BP14)",0.285,60200,0.7541,2.89,1.98,165.09,228.23,210.05,0.2006,0.0142
"       (2016 BV14)",,60200,0.7146,2.354,7.70,137.54,261.83,57.80,0.2729,0.00669
"       (2016 BZ14)",1.214,60200,0.6655,2.859,31.17,137.29,32.42,199.49,0.2038,0.0295
"       (2016 BD15)",,60200,0.3110,1.467,35.54,303.24,203.38,86.99,0.5549,0.0442
"       (2016 BR80)",0.208,60200,0.4529,1.702,12.08,8.74,160.60,140.58,0.4437,0.0464
"       (2016 CS29)",,60200,0.5547,1.973,13.96,173.96,39.39,234.31,0.3555,0.0262
"       (2016 CC30)",,60200,0.5809,2.47,35.36,138.87,2.39,347.45,0.2539,0.0476
"       (2016 CL136)",0.123,60200,0.6223,0.7296,21.53,316.42,23.53,167.67,1.581,0.0274
"       (2016 CW137)",,60200,0.6538,2.406,37.68,133.03,316.26,34.69,0.264,0.046
"       (2016 CU193)",,60200,0.3561,1.473,49.88,322.38,323.11,340.53,0.5516,0.0118
"       (2016 CW193)",,60200,0.6714,2.478,6.51,184.95,235.26,354.58,0.2526,0.00498
"       (2016 CJ195)",,60200,0.3436,1.603,25.52,352.39,356.71,42.48,0.4857,0.0467
"       (2016 CO247)",,60200,0.5133,1.42,18.35,292.20,90.31,242.04,0.5828,0.0165
"       (2016 CR247)",,60200,0.0916,1.108,14.17,359.28,57.91,275.79,0.8456,0.0423
"       (2016 CL264)",,60200,0.5746,1.648,34.11,138.51,100.32,151.03,0.466,0.00955
"       (2016 DL)",0.228,60200,0.4711,0.7143,23.85,290.12,33.19,16.39,1.633,0.0485
"       (2016 EF28)",,60200,0.6570,1.87,5.16,143.91,292.10,359.02,0.3853,0.0241
"       (2016 EJ56)",,60200,0.4547,1.39,28.37,168.63,95.14,158.96,0.6011,0.0385
"       (2016 EL56)",,60200,0.8560,2.029,11.35,334.56,70.25,232.49,0.341,0.0412
"       (2016 EU85)",,60200,0.4824,1.848,2.59,359.38,23.55,86.37,0.3924,0.0064
"       (2016 EZ157)",,60200,0.6184,2.649,12.35,267.21,1.20,230.06,0.2286,0.00565
"       (2016 FY3)",0.205,60200,0.6887,2.625,22.44,35.90,238.42,255.83,0.2317,0.00448
"       (2016 FC15)",,60200,0.3945,1.5,5.47,249.16,206.78,61.17,0.5364,0.0265
"       (2016 FG60)",,60200,0.6088,1.406,9.32,297.41,102.29,255.00,0.591,7.62e-05
"       (2016 GQ134)",,60200,0.4723,1.494,12.25,22.66,301.97,307.32,0.5396,0.0357
"       (2016 GD135)",,60200,0.5684,1.97,9.40,232.81,59.19,206.87,0.3564,0.00828
"       (2016 GT220)",,60200,0.3800,1.608,23.66,3.09,27.00,50.81,0.4836,0.0238
"       (2016 GX221)",,60200,0.8789,2.495,6.91,187.57,250.67,330.32,0.2501,0.0213
"       (2016 GD241)",,60200,0.7693,1.488,11.67,30.10,314.54,354.87,0.5428,0.0467
"       (2016 HN3)",0.371,60200,0.5541,2.151,19.33,64.21,199.82,113.97,0.3125,0.0315
"       (2016 HV3)",,60200,0.3282,1.438,23.79,214.13,145.85,348.71,0.5718,0.0136
"       (2016 JW5)",,60200,0.6745,2.723,2.96,172.70,352.32,244.83,0.2194,0.0313
"       (2016 JC6)",0.192,60200,0.2822,0.8073,6.79,236.87,174.04,221.00,1.359,0.0178
"       (2016 JJ24)",,60200,0.7581,1.31,10.86,190.13,230.05,82.04,0.657,0.0138
"       (2016 JU33)",0.174,60200,0.5334,1.828,3.88,293.11,223.91,11.22,0.3988,0.00919
"       (2016 JT38)",,57512,0.6506,2.329,0.90,236.43,88.52,332.74,0.2772,0.00751
"       (2016 KL1)",0.328,60200,0.2803,0.9016,18.14,69.78,317.06,86.66,1.151,0.0236
"       (2016 KR3)",,60200,0.5193,1.302,24.23,208.25,269.30,18.48,0.663,0.0304
"       (2016 LN1)",,60200,0.5622,2.249,6.32,320.91,25.36,36.14,0.2922,0.00426
"       (2016 LV47)",0.237,57551,0.8634,1.786,15.19,92.15,317.15,339.00,0.4129,0.0336
"       (2016 LX48)",0.864,60200,0.6916,3.221,5.59,327.27,4.05,77.53,0.1705,0.0167
"       (2016 NV)",,60200,0.2367,1.266,16.29,255.15,145.16,282.34,0.6921,0.0134
"       (2016 NG15)",,60200,0.6027,1.837,23.09,267.95,108.48,288.32,0.3958,0.00173
"       (2016 NO16)",,60200,0.5739,2.459,27.00,151.40,182.38,289.34,0.2556,0.037
"       (2016 NT22)",,60200,0.8702,1.246,17.79,315.78,146.24,343.21,0.709,0.0132
"       (2016 NQ32)",,60200,0.4178,1.515,3.53,212.44,170.10,254.60,0.5286,0.0384
"       (2016 NG33)",,60200,0.0950,1.037,29.92,136.75,39.34,34.11,0.9328,0.0296
"       (2016 NL56)",,60200,0.5450,1.407,4.60,340.91,87.40,34.51,0.5908,0.00313
"       (2016 OK1)",,60200,0.6020,2.172,13.75,247.30,139.34,46.96,0.3079,0.0232
"       (2016 PF8)",,60200,0.5631,1.13,5.67,109.59,79.20,31.72,0.821,0.0249
"       (2016 PR8)",1.349,60200,0.6769,2.841,16.33,97.59,312.36,154.55,0.2058,0.0471
"       (2016 PN38)",0.196,60200,0.6174,2.462,3.58,343.54,56.54,278.99,0.2551,0.0247
"       (2016 PR38)",,60200,0.4283,1.657,4.70,176.76,225.43,78.19,0.4622,0.0134
"       (2016 PO39)",,60200,0.5218,1.844,33.13,335.94,219.04,9.62,0.3937,0.0332
"       (2016 PQ39)",,60200,0.5361,1.663,7.85,18.19,53.81,62.96,0.4597,0.0367
"       (2016 PZ39)",,60200,0.7869,2.267,4.25,79.68,118.30,48.03,0.2887,0.0241
"       (2016 QJ44)",,60200,0.3178,1.384,10.43,323.03,160.62,357.43,0.6054,0.0289
"       (2016 QC45)",,60200,0.6673,2.648,24.21,331.22,310.12,238.47,0.2287,0.0121
"       (2016 QE45)",,60200,0.5257,1.253,4.85,18.90,95.73,292.39,0.7025,0.00642
"       (2016 RN1)",,60200,0.2752,1.31,25.29,188.61,20.51,346.01,0.6574,0.0364
"       (2016 RT1)",,60200,0.1113,0.9603,30.58,343.80,145.13,31.37,1.047,0.0355
"       (2016 SJ1)",,60200,0.7007,2.753,6.73,42.63,35.04,169.98,0.2158,0.0375
"       (2016 TZ17)",,60200,0.6217,2.705,3.99,308.96,31.96,206.46,0.2215,0.0318
"       (2016 TJ18)",0.188,60200,0.5830,2.408,17.72,44.94,349.03,303.83,0.2637,0.0189
"       (2016 TH55)",,57674,0.6735,1.622,39.82,206.85,284.61,332.46,0.4771,0.0453
"       (2016 TA57)",0.281,60200,0.5418,0.8996,30.07,33.56,129.23,309.48,1.155,0.0174
"       (2016 TY92)",,60200,0.6446,2.825,12.15,80.12,24.83,139.22,0.2076,0.046
"       (2016 UZ25)",0.143,60200,0.7929,2.497,3.82,32.33,114.58,252.62,0.2498,0.0225
"       (2016 UJ31)",,60200,0.3289,1.48,30.28,348.60,5.16,313.20,0.5476,0.0127
"       (2016 UW40)",,60200,0.3006,1.334,14.52,43.73,244.53,227.65,0.6394,0.0464
"       (2016 UF101)",,60200,0.6326,2.687,10.13,317.14,18.59,211.74,0.2237,0.0051
"       (2016 VC1)",,60200,0.6857,2.289,13.37,245.49,241.61,337.30,0.2845,0.0329
"       (2016 VS5)",,60200,0.4062,1.672,14.90,203.22,320.64,17.40,0.4558,0.0485
"       (2016 WJ7)",,60200,0.5427,1.953,4.97,303.07,214.31,141.53,0.361,0.0117
"       (2016 WF9)",1.082,60200,0.6645,2.851,15.17,125.17,342.88,131.62,0.2048,0.0112
"       (2016 WG9)",,60200,0.6419,2.344,5.77,122.47,219.78,342.32,0.2747,0.0284
"       (2016 WW9)",,60200,0.6893,2.835,21.48,295.13,218.55,139.66,0.2064,0.0143
"       (2016 XM)",,60200,0.4891,1.871,14.57,22.27,140.63,202.26,0.3851,0.0226
"       (2016 XG1)",,60200,0.7681,1.419,10.29,62.34,224.84,53.94,0.5829,0.0385
"       (2016 XA2)",,60200,0.7515,2.05,7.02,262.74,276.67,88.28,0.3357,0.00114
"       (2016 XH2)",,60200,0.3868,1.673,0.88,221.04,305.33,358.71,0.4556,0.0337
"       (2016 XW17)",,60200,0.7562,2.671,11.36,265.30,285.45,184.36,0.2257,0.0199
"       (2016 XC18)",,57732,0.6698,2.051,8.93,64.68,279.74,19.53,0.3356,0.00712
"       (2016 XM23)",,60200,0.3401,1.225,26.16,64.17,247.45,72.27,0.7274,0.0469
"       (2016 XO23)",,60200,0.6221,2.099,4.37,237.33,299.83,57.46,0.3241,0.00546
"       (2016 XP23)",,60200,0.6451,2.463,37.96,37.97,319.48,283.20,0.2551,0.0257
"       (2016 YZ)",,60200,0.3946,1.645,12.27,324.75,188.69,42.90,0.467,0.0102
"       (2016 YW7)",,60200,0.4489,1.071,16.32,223.97,81.03,129.03,0.8887,0.0362
"       (2016 YT8)",,60200,0.6267,1.996,9.10,75.51,121.14,107.87,0.3494,0.0351
"       (2016 YB11)",,57755,0.5298,1.906,14.51,77.22,304.21,22.20,0.3746,0.0427
"       (2017 AE3)",,60200,0.6402,1.845,9.50,269.33,107.65,262.02,0.3934,0.022
"       (2017 AM4)",,60200,0.2689,1.42,60.27,129.08,176.59,147.46,0.5827,0.0232
"       (2017 AY13)",,60200,0.5567,1.96,5.74,181.93,224.25,177.09,0.3591,0.0122
"       (2017 AN19)",,60200,0.3687,1.495,19.77,281.31,329.33,132.01,0.539,0.0332
"       (2017 AQ19)",,60200,0.4830,1.865,9.45,169.38,359.45,205.26,0.387,0.0303
